project_name,snapshot_date,stage,probability,expected_close_date,pipeline_value
Project 0356,2026-05-24,Closed Won,1.0,2027-03-13,708500
Project 0356,2026-04-24,Closed Won,1.0,2027-03-13,708500
Project 0356,2026-03-24,Closed Won,1.0,2027-03-13,708500
Project 0357,2026-08-24,Qualified,0.35,2025-12-18,248600
Project 0357,2026-07-24,Qualified,0.35,2025-12-18,248600
Project 0357,2026-06-24,Qualified,0.35,2025-12-18,248600
Project 0357,2026-05-24,Qualified,0.35,2025-12-18,248600
Project 0357,2026-04-24,Qualified,0.35,2025-12-18,248600
Project 0357,2026-03-24,Qualified,0.35,2025-12-18,248600
Project 0358,2026-08-24,In Delivery,0.75,2026-05-12,778050
Project 0358,2026-07-24,In Delivery,0.75,2026-05-12,778050
Project 0358,2026-06-24,In Delivery,0.75,2026-05-12,778050
Project 0358,2026-05-24,In Delivery,0.75,2026-05-12,778050
Project 0358,2026-04-24,In Delivery,0.75,2026-05-12,778050
Project 0358,2026-03-24,In Delivery,0.75,2026-05-12,778050
Project 0359,2026-08-24,Qualified,0.35,2026-03-30,756000
Project 0359,2026-07-24,Qualified,0.35,2026-03-30,756000
Project 0359,2026-06-24,Qualified,0.35,2026-03-30,756000
Project 0359,2026-05-24,Qualified,0.35,2026-03-30,756000
Project 0359,2026-04-24,Qualified,0.35,2026-03-30,756000
Project 0359,2026-03-24,Qualified,0.35,2026-03-30,756000
Project 0360,2026-08-24,In Delivery,0.75,2025-10-14,1258800
Project 0360,2026-07-24,In Delivery,0.75,2025-10-14,1258800
Project 0360,2026-06-24,In Delivery,0.75,2025-10-14,1258800
Project 0360,2026-05-24,In Delivery,0.75,2025-10-14,1258800
Project 0360,2026-04-24,In Delivery,0.75,2025-10-14,1258800
Project 0360,2026-03-24,In Delivery,0.75,2025-10-14,1258800
Project 0361,2026-08-24,In Delivery,0.75,2026-07-07,1037700
Project 0361,2026-07-24,In Delivery,0.75,2026-07-07,1037700
Project 0361,2026-06-24,In Delivery,0.75,2026-07-07,1037700
Project 0361,2026-05-24,In Delivery,0.75,2026-07-07,1037700
Project 0361,2026-04-24,In Delivery,0.75,2026-07-07,1037700
Project 0361,2026-03-24,In Delivery,0.75,2026-07-07,1037700
Project 0362,2026-08-24,Closed Won,1.0,2024-12-07,952200
Project 0362,2026-07-24,Closed Won,1.0,2024-12-07,952200
Project 0362,2026-06-24,Closed Won,1.0,2024-12-07,952200
Project 0362,2026-05-24,Closed Won,1.0,2024-12-07,952200
Project 0362,2026-04-24,Closed Won,1.0,2024-12-07,952200
Project 0362,2026-03-24,Closed Won,1.0,2024-12-07,952200
Project 0363,2026-08-24,Prospect,0.15,2026-09-16,671700
Project 0363,2026-07-24,Prospect,0.15,2026-09-16,671700
Project 0363,2026-06-24,Prospect,0.15,2026-09-16,671700
Project 0363,2026-05-24,Prospect,0.15,2026-09-16,671700
Project 0363,2026-04-24,Prospect,0.15,2026-09-16,671700
Project 0363,2026-03-24,Prospect,0.15,2026-09-16,671700
Project 0364,2026-08-24,In Delivery,0.75,2026-12-05,752500
Project 0364,2026-07-24,In Delivery,0.75,2026-12-05,752500
Project 0364,2026-06-24,In Delivery,0.75,2026-12-05,752500
Project 0364,2026-05-24,In Delivery,0.75,2026-12-05,752500
Project 0364,2026-04-24,In Delivery,0.75,2026-12-05,752500
Project 0364,2026-03-24,In Delivery,0.75,2026-12-05,752500
Project 0365,2026-08-24,In Delivery,0.75,2025-06-29,884000
Project 0365,2026-07-24,In Delivery,0.75,2025-06-29,884000
Project 0365,2026-06-24,In Delivery,0.75,2025-06-29,884000
Project 0365,2026-05-24,In Delivery,0.75,2025-06-29,884000
Project 0365,2026-04-24,In Delivery,0.75,2025-06-29,884000
Project 0365,2026-03-24,In Delivery,0.75,2025-06-29,884000
Project 0366,2026-08-24,In Delivery,0.75,2025-08-05,1284850
Project 0366,2026-07-24,In Delivery,0.75,2025-08-05,1284850
Project 0366,2026-06-24,In Delivery,0.75,2025-08-05,1284850
Project 0366,2026-05-24,In Delivery,0.75,2025-08-05,1284850
Project 0366,2026-04-24,In Delivery,0.75,2025-08-05,1284850
Project 0366,2026-03-24,In Delivery,0.75,2025-08-05,1284850
Project 0367,2026-08-24,Prospect,0.15,2026-06-09,1558400
Project 0367,2026-07-24,Prospect,0.15,2026-06-09,1558400
Project 0367,2026-06-24,Prospect,0.15,2026-06-09,1558400
Project 0367,2026-05-24,Prospect,0.15,2026-06-09,1558400
Project 0367,2026-04-24,Prospect,0.15,2026-06-09,1558400
Project 0367,2026-03-24,Prospect,0.15,2026-06-09,1558400
Project 0368,2026-08-24,Closed Won,1.0,2025-09-27,983500
Project 0368,2026-07-24,Closed Won,1.0,2025-09-27,983500
Project 0368,2026-06-24,Closed Won,1.0,2025-09-27,983500
Project 0368,2026-05-24,Closed Won,1.0,2025-09-27,983500
Project 0368,2026-04-24,Closed Won,1.0,2025-09-27,983500
Project 0368,2026-03-24,Closed Won,1.0,2025-09-27,983500
Project 0369,2026-08-24,Closed Won,1.0,2027-02-18,330450
Project 0369,2026-07-24,Closed Won,1.0,2027-02-18,330450
Project 0369,2026-06-24,Closed Won,1.0,2027-02-18,330450
Project 0369,2026-05-24,Closed Won,1.0,2027-02-18,330450
Project 0369,2026-04-24,Closed Won,1.0,2027-02-18,330450
Project 0369,2026-03-24,Closed Won,1.0,2027-02-18,330450
Project 0370,2026-08-24,In Delivery,0.75,2025-10-27,986600
Project 0370,2026-07-24,In Delivery,0.75,2025-10-27,986600
Project 0370,2026-06-24,In Delivery,0.75,2025-10-27,986600
Project 0370,2026-05-24,In Delivery,0.75,2025-10-27,986600
Project 0370,2026-04-24,In Delivery,0.75,2025-10-27,986600
Project 0370,2026-03-24,In Delivery,0.75,2025-10-27,986600
Project 0371,2026-08-24,Prospect,0.15,2026-04-30,265500
Project 0371,2026-07-24,Prospect,0.15,2026-04-30,265500
Project 0371,2026-06-24,Prospect,0.15,2026-04-30,265500
Project 0371,2026-05-24,Prospect,0.15,2026-04-30,265500
Project 0371,2026-04-24,Prospect,0.15,2026-04-30,265500
Project 0371,2026-03-24,Prospect,0.15,2026-04-30,265500
Project 0372,2026-08-24,Closed Won,1.0,2025-12-25,1695050
Project 0372,2026-07-24,Closed Won,1.0,2025-12-25,1695050
Project 0372,2026-06-24,Closed Won,1.0,2025-12-25,1695050
Project 0372,2026-05-24,Closed Won,1.0,2025-12-25,1695050
Project 0372,2026-04-24,Closed Won,1.0,2025-12-25,1695050
Project 0372,2026-03-24,Closed Won,1.0,2025-12-25,1695050
Project 0373,2026-08-24,Qualified,0.35,2026-05-26,108600
Project 0373,2026-07-24,Qualified,0.35,2026-05-26,108600
Project 0373,2026-06-24,Qualified,0.35,2026-05-26,108600
Project 0373,2026-05-24,Qualified,0.35,2026-05-26,108600
Project 0373,2026-04-24,Qualified,0.35,2026-05-26,108600
Project 0373,2026-03-24,Qualified,0.35,2026-05-26,108600
Project 0374,2026-08-24,Qualified,0.35,2025-11-29,161600
Project 0374,2026-07-24,Qualified,0.35,2025-11-29,161600
Project 0374,2026-06-24,Qualified,0.35,2025-11-29,161600
Project 0374,2026-05-24,Qualified,0.35,2025-11-29,161600
Project 0374,2026-04-24,Qualified,0.35,2025-11-29,161600
Project 0374,2026-03-24,Qualified,0.35,2025-11-29,161600
Project 0375,2026-08-24,Prospect,0.15,2025-08-29,624250
Project 0375,2026-07-24,Prospect,0.15,2025-08-29,624250
Project 0375,2026-06-24,Prospect,0.15,2025-08-29,624250
Project 0375,2026-05-24,Prospect,0.15,2025-08-29,624250
Project 0375,2026-04-24,Prospect,0.15,2025-08-29,624250
Project 0375,2026-03-24,Prospect,0.15,2025-08-29,624250
Project 0376,2026-08-24,Qualified,0.35,2025-08-25,668200
Project 0376,2026-07-24,Qualified,0.35,2025-08-25,668200
Project 0376,2026-06-24,Qualified,0.35,2025-08-25,668200
Project 0376,2026-05-24,Qualified,0.35,2025-08-25,668200
Project 0376,2026-04-24,Qualified,0.35,2025-08-25,668200
Project 0376,2026-03-24,Qualified,0.35,2025-08-25,668200
Project 0377,2026-08-24,Closed Won,1.0,2025-11-07,329800
Project 0377,2026-07-24,Closed Won,1.0,2025-11-07,329800
Project 0377,2026-06-24,Closed Won,1.0,2025-11-07,329800
Project 0377,2026-05-24,Closed Won,1.0,2025-11-07,329800
Project 0377,2026-04-24,Closed Won,1.0,2025-11-07,329800
Project 0377,2026-03-24,Closed Won,1.0,2025-11-07,329800
Project 0378,2026-08-24,Closed Lost,0.0,2025-10-07,963000
Project 0378,2026-07-24,Closed Lost,0.0,2025-10-07,963000
Project 0378,2026-06-24,Closed Lost,0.0,2025-10-07,963000
Project 0378,2026-05-24,Closed Lost,0.0,2025-10-07,963000
Project 0378,2026-04-24,Closed Lost,0.0,2025-10-07,963000
Project 0378,2026-03-24,Closed Lost,0.0,2025-10-07,963000
Project 0379,2026-08-24,In Delivery,0.75,2026-01-12,1403700
Project 0379,2026-07-24,In Delivery,0.75,2026-01-12,1403700
Project 0379,2026-06-24,In Delivery,0.75,2026-01-12,1403700
Project 0379,2026-05-24,In Delivery,0.75,2026-01-12,1403700
Project 0379,2026-04-24,In Delivery,0.75,2026-01-12,1403700
Project 0379,2026-03-24,In Delivery,0.75,2026-01-12,1403700
Project 0380,2026-08-24,Qualified,0.35,2025-08-08,119550
Project 0380,2026-07-24,Qualified,0.35,2025-08-08,119550
Project 0380,2026-06-24,Qualified,0.35,2025-08-08,119550
Project 0380,2026-05-24,Qualified,0.35,2025-08-08,119550
Project 0380,2026-04-24,Qualified,0.35,2025-08-08,119550
Project 0380,2026-03-24,Qualified,0.35,2025-08-08,119550
Project 0381,2026-08-24,Closed Won,1.0,2025-11-20,343500
Project 0381,2026-07-24,Closed Won,1.0,2025-11-20,343500
Project 0381,2026-06-24,Closed Won,1.0,2025-11-20,343500
Project 0381,2026-05-24,Closed Won,1.0,2025-11-20,343500
Project 0381,2026-04-24,Closed Won,1.0,2025-11-20,343500
Project 0381,2026-03-24,Closed Won,1.0,2025-11-20,343500
Project 0382,2026-08-24,In Delivery,0.75,2025-04-26,686800
Project 0382,2026-07-24,In Delivery,0.75,2025-04-26,686800
Project 0382,2026-06-24,In Delivery,0.75,2025-04-26,686800
Project 0382,2026-05-24,In Delivery,0.75,2025-04-26,686800
Project 0382,2026-04-24,In Delivery,0.75,2025-04-26,686800
Project 0382,2026-03-24,In Delivery,0.75,2025-04-26,686800
Project 0383,2026-08-24,Prospect,0.15,2026-12-08,667400
Project 0383,2026-07-24,Prospect,0.15,2026-12-08,667400
Project 0383,2026-06-24,Prospect,0.15,2026-12-08,667400
Project 0383,2026-05-24,Prospect,0.15,2026-12-08,667400
Project 0383,2026-04-24,Prospect,0.15,2026-12-08,667400
Project 0383,2026-03-24,Prospect,0.15,2026-12-08,667400
Project 0384,2026-08-24,Closed Won,1.0,2025-08-16,1953200
Project 0384,2026-07-24,Closed Won,1.0,2025-08-16,1953200
Project 0384,2026-06-24,Closed Won,1.0,2025-08-16,1953200
Project 0384,2026-05-24,Closed Won,1.0,2025-08-16,1953200
Project 0384,2026-04-24,Closed Won,1.0,2025-08-16,1953200
Project 0384,2026-03-24,Closed Won,1.0,2025-08-16,1953200
Project 0385,2026-08-24,Closed Won,1.0,2025-10-10,797650
Project 0385,2026-07-24,Closed Won,1.0,2025-10-10,797650
Project 0385,2026-06-24,Closed Won,1.0,2025-10-10,797650
Project 0385,2026-05-24,Closed Won,1.0,2025-10-10,797650
Project 0385,2026-04-24,Closed Won,1.0,2025-10-10,797650
Project 0385,2026-03-24,Closed Won,1.0,2025-10-10,797650
Project 0386,2026-08-24,Closed Won,1.0,2027-03-07,1046850
Project 0386,2026-07-24,Closed Won,1.0,2027-03-07,1046850
Project 0386,2026-06-24,Closed Won,1.0,2027-03-07,1046850
Project 0386,2026-05-24,Closed Won,1.0,2027-03-07,1046850
Project 0386,2026-04-24,Closed Won,1.0,2027-03-07,1046850
Project 0386,2026-03-24,Closed Won,1.0,2027-03-07,1046850
Project 0387,2026-08-24,Qualified,0.35,2026-12-02,649600
Project 0387,2026-07-24,Qualified,0.35,2026-12-02,649600
Project 0387,2026-06-24,Qualified,0.35,2026-12-02,649600
Project 0387,2026-05-24,Qualified,0.35,2026-12-02,649600
Project 0387,2026-04-24,Qualified,0.35,2026-12-02,649600
Project 0387,2026-03-24,Qualified,0.35,2026-12-02,649600
Project 0388,2026-08-24,Qualified,0.35,2025-11-30,190050
Project 0388,2026-07-24,Qualified,0.35,2025-11-30,190050
Project 0388,2026-06-24,Qualified,0.35,2025-11-30,190050
Project 0388,2026-05-24,Qualified,0.35,2025-11-30,190050
Project 0388,2026-04-24,Qualified,0.35,2025-11-30,190050
Project 0388,2026-03-24,Qualified,0.35,2025-11-30,190050
Project 0389,2026-08-24,In Delivery,0.75,2026-03-07,525200
Project 0389,2026-07-24,In Delivery,0.75,2026-03-07,525200
Project 0389,2026-06-24,In Delivery,0.75,2026-03-07,525200
Project 0389,2026-05-24,In Delivery,0.75,2026-03-07,525200
Project 0389,2026-04-24,In Delivery,0.75,2026-03-07,525200
Project 0389,2026-03-24,In Delivery,0.75,2026-03-07,525200
Project 0390,2026-08-24,Qualified,0.35,2026-04-27,1157100
Project 0390,2026-07-24,Qualified,0.35,2026-04-27,1157100
Project 0390,2026-06-24,Qualified,0.35,2026-04-27,1157100
Project 0390,2026-05-24,Qualified,0.35,2026-04-27,1157100
Project 0390,2026-04-24,Qualified,0.35,2026-04-27,1157100
Project 0390,2026-03-24,Qualified,0.35,2026-04-27,1157100
Project 0391,2026-08-24,In Delivery,0.75,2027-02-06,1941600
Project 0391,2026-07-24,In Delivery,0.75,2027-02-06,1941600
Project 0391,2026-06-24,In Delivery,0.75,2027-02-06,1941600
Project 0391,2026-05-24,In Delivery,0.75,2027-02-06,1941600
Project 0391,2026-04-24,In Delivery,0.75,2027-02-06,1941600
Project 0391,2026-03-24,In Delivery,0.75,2027-02-06,1941600
Project 0392,2026-08-24,Closed Won,1.0,2026-11-16,755500
Project 0392,2026-07-24,Closed Won,1.0,2026-11-16,755500
Project 0392,2026-06-24,Closed Won,1.0,2026-11-16,755500
Project 0392,2026-05-24,Closed Won,1.0,2026-11-16,755500
Project 0392,2026-04-24,Closed Won,1.0,2026-11-16,755500
Project 0392,2026-03-24,Closed Won,1.0,2026-11-16,755500
Project 0393,2026-08-24,Prospect,0.15,2025-03-21,1190000
Project 0393,2026-07-24,Prospect,0.15,2025-03-21,1190000
Project 0393,2026-06-24,Prospect,0.15,2025-03-21,1190000
Project 0393,2026-05-24,Prospect,0.15,2025-03-21,1190000
Project 0393,2026-04-24,Prospect,0.15,2025-03-21,1190000
Project 0393,2026-03-24,Prospect,0.15,2025-03-21,1190000
Project 0394,2026-08-24,In Delivery,0.75,2025-09-11,495250
Project 0394,2026-07-24,In Delivery,0.75,2025-09-11,495250
Project 0394,2026-06-24,In Delivery,0.75,2025-09-11,495250
Project 0394,2026-05-24,In Delivery,0.75,2025-09-11,495250
Project 0394,2026-04-24,In Delivery,0.75,2025-09-11,495250
Project 0394,2026-03-24,In Delivery,0.75,2025-09-11,495250
Project 0395,2026-08-24,In Delivery,0.75,2025-10-13,270900
Project 0395,2026-07-24,In Delivery,0.75,2025-10-13,270900
Project 0395,2026-06-24,In Delivery,0.75,2025-10-13,270900
Project 0395,2026-05-24,In Delivery,0.75,2025-10-13,270900
Project 0395,2026-04-24,In Delivery,0.75,2025-10-13,270900
Project 0395,2026-03-24,In Delivery,0.75,2025-10-13,270900
Project 0396,2026-08-24,Prospect,0.15,2025-12-03,265000
Project 0396,2026-07-24,Prospect,0.15,2025-12-03,265000
Project 0396,2026-06-24,Prospect,0.15,2025-12-03,265000
Project 0396,2026-05-24,Prospect,0.15,2025-12-03,265000
Project 0396,2026-04-24,Prospect,0.15,2025-12-03,265000
Project 0396,2026-03-24,Prospect,0.15,2025-12-03,265000
Project 0397,2026-08-24,In Delivery,0.75,2025-05-08,780000
Project 0397,2026-07-24,In Delivery,0.75,2025-05-08,780000
Project 0397,2026-06-24,In Delivery,0.75,2025-05-08,780000
Project 0397,2026-05-24,In Delivery,0.75,2025-05-08,780000
Project 0397,2026-04-24,In Delivery,0.75,2025-05-08,780000
Project 0397,2026-03-24,In Delivery,0.75,2025-05-08,780000
Project 0398,2026-08-24,Qualified,0.35,2025-11-05,139200
Project 0398,2026-07-24,Qualified,0.35,2025-11-05,139200
Project 0398,2026-06-24,Qualified,0.35,2025-11-05,139200
Project 0398,2026-05-24,Qualified,0.35,2025-11-05,139200
Project 0398,2026-04-24,Qualified,0.35,2025-11-05,139200
Project 0398,2026-03-24,Qualified,0.35,2025-11-05,139200
Project 0399,2026-08-24,In Delivery,0.75,2026-02-21,957000
Project 0399,2026-07-24,In Delivery,0.75,2026-02-21,957000
Project 0399,2026-06-24,In Delivery,0.75,2026-02-21,957000
Project 0399,2026-05-24,In Delivery,0.75,2026-02-21,957000
Project 0399,2026-04-24,In Delivery,0.75,2026-02-21,957000
Project 0399,2026-03-24,In Delivery,0.75,2026-02-21,957000
Project 0400,2026-08-24,Closed Won,1.0,2026-06-24,236100
Project 0400,2026-07-24,Closed Won,1.0,2026-06-24,236100
Project 0400,2026-06-24,Closed Won,1.0,2026-06-24,236100
Project 0400,2026-05-24,Closed Won,1.0,2026-06-24,236100
Project 0400,2026-04-24,Closed Won,1.0,2026-06-24,236100
Project 0400,2026-03-24,Closed Won,1.0,2026-06-24,236100
Project 0401,2026-08-24,Closed Won,1.0,2025-06-05,569400
Project 0401,2026-07-24,Closed Won,1.0,2025-06-05,569400
Project 0401,2026-06-24,Closed Won,1.0,2025-06-05,569400
Project 0401,2026-05-24,Closed Won,1.0,2025-06-05,569400
Project 0401,2026-04-24,Closed Won,1.0,2025-06-05,569400
Project 0401,2026-03-24,Closed Won,1.0,2025-06-05,569400
Project 0402,2026-08-24,Prospect,0.15,2026-07-12,194700
Project 0402,2026-07-24,Prospect,0.15,2026-07-12,194700
Project 0402,2026-06-24,Prospect,0.15,2026-07-12,194700
Project 0402,2026-05-24,Prospect,0.15,2026-07-12,194700
Project 0402,2026-04-24,Prospect,0.15,2026-07-12,194700
Project 0402,2026-03-24,Prospect,0.15,2026-07-12,194700
Project 0403,2026-08-24,Closed Won,1.0,2026-08-07,749600
Project 0403,2026-07-24,Closed Won,1.0,2026-08-07,749600
Project 0403,2026-06-24,Closed Won,1.0,2026-08-07,749600
Project 0403,2026-05-24,Closed Won,1.0,2026-08-07,749600
Project 0403,2026-04-24,Closed Won,1.0,2026-08-07,749600
Project 0403,2026-03-24,Closed Won,1.0,2026-08-07,749600
Project 0404,2026-08-24,Qualified,0.35,2027-03-26,340500
Project 0404,2026-07-24,Qualified,0.35,2027-03-26,340500
Project 0404,2026-06-24,Qualified,0.35,2027-03-26,340500
Project 0404,2026-05-24,Qualified,0.35,2027-03-26,340500
Project 0404,2026-04-24,Qualified,0.35,2027-03-26,340500
Project 0404,2026-03-24,Qualified,0.35,2027-03-26,340500
Project 0405,2026-08-24,Closed Won,1.0,2026-03-15,263500
Project 0405,2026-07-24,Closed Won,1.0,2026-03-15,263500
Project 0405,2026-06-24,Closed Won,1.0,2026-03-15,263500
Project 0405,2026-05-24,Closed Won,1.0,2026-03-15,263500
Project 0405,2026-04-24,Closed Won,1.0,2026-03-15,263500
Project 0405,2026-03-24,Closed Won,1.0,2026-03-15,263500
Project 0406,2026-08-24,Prospect,0.15,2026-05-16,537600
Project 0406,2026-07-24,Prospect,0.15,2026-05-16,537600
Project 0406,2026-06-24,Prospect,0.15,2026-05-16,537600
Project 0406,2026-05-24,Prospect,0.15,2026-05-16,537600
Project 0406,2026-04-24,Prospect,0.15,2026-05-16,537600
Project 0406,2026-03-24,Prospect,0.15,2026-05-16,537600
Project 0407,2026-08-24,Closed Won,1.0,2026-10-26,1241400
Project 0407,2026-07-24,Closed Won,1.0,2026-10-26,1241400
Project 0407,2026-06-24,Closed Won,1.0,2026-10-26,1241400
Project 0407,2026-05-24,Closed Won,1.0,2026-10-26,1241400
Project 0407,2026-04-24,Closed Won,1.0,2026-10-26,1241400
Project 0407,2026-03-24,Closed Won,1.0,2026-10-26,1241400
Project 0408,2026-08-24,In Delivery,0.75,2025-04-14,663500
Project 0408,2026-07-24,In Delivery,0.75,2025-04-14,663500
Project 0408,2026-06-24,In Delivery,0.75,2025-04-14,663500
Project 0408,2026-05-24,In Delivery,0.75,2025-04-14,663500
Project 0408,2026-04-24,In Delivery,0.75,2025-04-14,663500
Project 0408,2026-03-24,In Delivery,0.75,2025-04-14,663500
Project 0409,2026-08-24,Closed Won,1.0,2025-09-18,415600
Project 0409,2026-07-24,Closed Won,1.0,2025-09-18,415600
Project 0409,2026-06-24,Closed Won,1.0,2025-09-18,415600
Project 0409,2026-05-24,Closed Won,1.0,2025-09-18,415600
Project 0409,2026-04-24,Closed Won,1.0,2025-09-18,415600
Project 0409,2026-03-24,Closed Won,1.0,2025-09-18,415600
Project 0410,2026-08-24,Prospect,0.15,2026-10-12,119250
Project 0410,2026-07-24,Prospect,0.15,2026-10-12,119250
Project 0410,2026-06-24,Prospect,0.15,2026-10-12,119250
Project 0410,2026-05-24,Prospect,0.15,2026-10-12,119250
Project 0410,2026-04-24,Prospect,0.15,2026-10-12,119250
Project 0410,2026-03-24,Prospect,0.15,2026-10-12,119250
Project 0411,2026-08-24,Qualified,0.35,2026-11-19,325050
Project 0411,2026-07-24,Qualified,0.35,2026-11-19,325050
Project 0411,2026-06-24,Qualified,0.35,2026-11-19,325050
Project 0411,2026-05-24,Qualified,0.35,2026-11-19,325050
Project 0411,2026-04-24,Qualified,0.35,2026-11-19,325050
Project 0411,2026-03-24,Qualified,0.35,2026-11-19,325050
Project 0412,2026-08-24,Closed Won,1.0,2026-11-25,759300
Project 0412,2026-07-24,Closed Won,1.0,2026-11-25,759300
Project 0412,2026-06-24,Closed Won,1.0,2026-11-25,759300
Project 0412,2026-05-24,Closed Won,1.0,2026-11-25,759300
Project 0412,2026-04-24,Closed Won,1.0,2026-11-25,759300
Project 0412,2026-03-24,Closed Won,1.0,2026-11-25,759300
Project 0413,2026-08-24,Qualified,0.35,2026-01-18,1478400
Project 0413,2026-07-24,Qualified,0.35,2026-01-18,1478400
Project 0413,2026-06-24,Qualified,0.35,2026-01-18,1478400
Project 0413,2026-05-24,Qualified,0.35,2026-01-18,1478400
Project 0413,2026-04-24,Qualified,0.35,2026-01-18,1478400
Project 0413,2026-03-24,Qualified,0.35,2026-01-18,1478400
Project 0414,2026-08-24,In Delivery,0.75,2026-07-11,1084800
Project 0414,2026-07-24,In Delivery,0.75,2026-07-11,1084800
Project 0414,2026-06-24,In Delivery,0.75,2026-07-11,1084800
Project 0414,2026-05-24,In Delivery,0.75,2026-07-11,1084800
Project 0414,2026-04-24,In Delivery,0.75,2026-07-11,1084800
Project 0414,2026-03-24,In Delivery,0.75,2026-07-11,1084800
Project 0415,2026-08-24,Closed Won,1.0,2026-07-03,294300
Project 0415,2026-07-24,Closed Won,1.0,2026-07-03,294300
Project 0415,2026-06-24,Closed Won,1.0,2026-07-03,294300
Project 0415,2026-05-24,Closed Won,1.0,2026-07-03,294300
Project 0415,2026-04-24,Closed Won,1.0,2026-07-03,294300
Project 0415,2026-03-24,Closed Won,1.0,2026-07-03,294300
Project 0416,2026-08-24,Closed Won,1.0,2027-01-27,1472800
Project 0416,2026-07-24,Closed Won,1.0,2027-01-27,1472800
Project 0416,2026-06-24,Closed Won,1.0,2027-01-27,1472800
Project 0416,2026-05-24,Closed Won,1.0,2027-01-27,1472800
Project 0416,2026-04-24,Closed Won,1.0,2027-01-27,1472800
Project 0416,2026-03-24,Closed Won,1.0,2027-01-27,1472800
Project 0417,2026-08-24,Qualified,0.35,2026-03-23,957800
Project 0417,2026-07-24,Qualified,0.35,2026-03-23,957800
Project 0417,2026-06-24,Qualified,0.35,2026-03-23,957800
Project 0417,2026-05-24,Qualified,0.35,2026-03-23,957800
Project 0417,2026-04-24,Qualified,0.35,2026-03-23,957800
Project 0417,2026-03-24,Qualified,0.35,2026-03-23,957800
Project 0418,2026-08-24,Qualified,0.35,2025-06-27,1035000
Project 0418,2026-07-24,Qualified,0.35,2025-06-27,1035000
Project 0418,2026-06-24,Qualified,0.35,2025-06-27,1035000
Project 0418,2026-05-24,Qualified,0.35,2025-06-27,1035000
Project 0418,2026-04-24,Qualified,0.35,2025-06-27,1035000
Project 0418,2026-03-24,Qualified,0.35,2025-06-27,1035000
Project 0419,2026-08-24,In Delivery,0.75,2025-09-03,235200
Project 0419,2026-07-24,In Delivery,0.75,2025-09-03,235200
Project 0419,2026-06-24,In Delivery,0.75,2025-09-03,235200
Project 0419,2026-05-24,In Delivery,0.75,2025-09-03,235200
Project 0419,2026-04-24,In Delivery,0.75,2025-09-03,235200
Project 0419,2026-03-24,In Delivery,0.75,2025-09-03,235200
Project 0420,2026-08-24,In Delivery,0.75,2025-10-26,494100
Project 0420,2026-07-24,In Delivery,0.75,2025-10-26,494100
Project 0420,2026-06-24,In Delivery,0.75,2025-10-26,494100
Project 0420,2026-05-24,In Delivery,0.75,2025-10-26,494100
Project 0420,2026-04-24,In Delivery,0.75,2025-10-26,494100
Project 0420,2026-03-24,In Delivery,0.75,2025-10-26,494100
Project 0421,2026-08-24,Prospect,0.15,2025-10-15,990800
Project 0421,2026-07-24,Prospect,0.15,2025-10-15,990800
Project 0421,2026-06-24,Prospect,0.15,2025-10-15,990800
Project 0421,2026-05-24,Prospect,0.15,2025-10-15,990800
Project 0421,2026-04-24,Prospect,0.15,2025-10-15,990800
Project 0421,2026-03-24,Prospect,0.15,2025-10-15,990800
Project 0422,2026-08-24,Qualified,0.35,2026-09-06,1680000
Project 0422,2026-07-24,Qualified,0.35,2026-09-06,1680000
Project 0422,2026-06-24,Qualified,0.35,2026-09-06,1680000
Project 0422,2026-05-24,Qualified,0.35,2026-09-06,1680000
Project 0422,2026-04-24,Qualified,0.35,2026-09-06,1680000
Project 0422,2026-03-24,Qualified,0.35,2026-09-06,1680000
Project 0423,2026-08-24,Prospect,0.15,2026-10-14,388400
Project 0423,2026-07-24,Prospect,0.15,2026-10-14,388400
Project 0423,2026-06-24,Prospect,0.15,2026-10-14,388400
Project 0423,2026-05-24,Prospect,0.15,2026-10-14,388400
Project 0423,2026-04-24,Prospect,0.15,2026-10-14,388400
Project 0423,2026-03-24,Prospect,0.15,2026-10-14,388400
Project 0424,2026-08-24,Qualified,0.35,2025-06-13,389100
Project 0424,2026-07-24,Qualified,0.35,2025-06-13,389100
Project 0424,2026-06-24,Qualified,0.35,2025-06-13,389100
Project 0424,2026-05-24,Qualified,0.35,2025-06-13,389100
Project 0424,2026-04-24,Qualified,0.35,2025-06-13,389100
Project 0424,2026-03-24,Qualified,0.35,2025-06-13,389100
Project 0425,2026-08-24,Closed Won,1.0,2025-12-22,598950
Project 0425,2026-07-24,Closed Won,1.0,2025-12-22,598950
Project 0425,2026-06-24,Closed Won,1.0,2025-12-22,598950
Project 0425,2026-05-24,Closed Won,1.0,2025-12-22,598950
Project 0425,2026-04-24,Closed Won,1.0,2025-12-22,598950
Project 0425,2026-03-24,Closed Won,1.0,2025-12-22,598950
Project 0426,2026-08-24,Closed Won,1.0,2025-11-01,730200
Project 0426,2026-07-24,Closed Won,1.0,2025-11-01,730200
Project 0426,2026-06-24,Closed Won,1.0,2025-11-01,730200
Project 0426,2026-05-24,Closed Won,1.0,2025-11-01,730200
Project 0426,2026-04-24,Closed Won,1.0,2025-11-01,730200
Project 0426,2026-03-24,Closed Won,1.0,2025-11-01,730200
Project 0427,2026-08-24,In Delivery,0.75,2027-03-13,1998400
Project 0427,2026-07-24,In Delivery,0.75,2027-03-13,1998400
